Avistaje ID,Focal Sample ID,Focal Animal,Focal Age-Sex Class,Time Start,FS Rev by PI,FS Rev by Assistant,Focal Data Checked by PI,Focal Data Checked by Assistant,Inter-Observer Rel,Comments,Dictaphone File Name,Time End,Dictaphone Used,Transcribed,Date of Transcription,End Early,Focal Completion,Start Focal in Sleep Tree,Start Sleep Tree ID,End Focal in Sleep Tree,End Sleep Tree ID
AV34511,,Ana/,,12/30/1899 12:45:00,0,0,0,0,0,,,12/30/1899 14:45:00,,0,,0,,0,,0,
AV26599,FS12535,Sofia/,,12/30/1899 8:40:42,0,0,0,0,0,,,12/30/1899 15:40:42,,0,,0,,0,,0,
AV26604,FS12536,Vita/,,12/30/1899 8:05:18,0,0,0,0,0,,,12/30/1899 18:10:18,,0,,0,,0,,0,
AV26605,FS12537,Sofia/,,12/30/1899 8:35:26,0,0,0,0,0,,,12/30/1899 10:50:40,,0,,0,,0,,0,
AV26607,FS12538,Sofia/,,12/30/1899 8:50:34,0,0,0,0,0,,,12/30/1899 10:00:34,,0,,0,,0,,0,
AV26614,FS12539,Sofia/,,12/30/1899 8:40:00,0,0,0,0,0,,,12/30/1899 9:45:00,,0,,0,,0,,0,
AV26614,FS12540,Julieta,,12/30/1899 10:20:00,0,0,0,0,0,,,12/30/1899 12:57:40,,0,,0,,0,,0,
AV26614,FS12541,Sofia/,,12/30/1899 13:00:34,0,0,0,0,0,,,12/30/1899 18:10:36,,0,,0,,0,,0,
AV26619,FS12542,Sofia/,,12/30/1899 6:15:29,0,0,0,0,0,,,12/30/1899 7:40:05,,0,,0,,0,,0,
AV26627,FS12543,Nipa/,,12/30/1899 7:00:37,0,0,0,0,0,,,12/30/1899 10:15:40,,0,,0,,0,,0,
AV26627,FS12544,Ana/,,12/30/1899 10:20:00,0,0,0,0,0,,,12/30/1899 13:20:00,,0,,0,,0,,0,
AV26633,FS12545,Summer/,,12/30/1899 10:10:29,0,0,0,0,0,,,12/30/1899 12:25:00,,0,,0,,0,,0,
AV26633,FS12546,Lucas/,,12/30/1899 15:30:31,0,0,0,0,0,,,12/30/1899 17:20:00,,0,,0,,0,,0,
AV26635,FS12547,Julieta,,12/30/1899 9:10:00,0,0,0,0,0,,,12/30/1899 10:20:26,,0,,0,,0,,0,
AV26635,FS12548,Mika/,,12/30/1899 10:20:37,0,0,0,0,0,"I had them FV from 11:30 to 13:00 but they were actually resting near a group of woollies, when I had gone there the first time I hadn't seen them and then heard VRBs coming from that same place. Although, nearly as soon as I started following them Julieta pooped, and when I finished picking up her fecal sample I lost them and did not find them again.",,12/30/1899 13:20:00,,0,,0,,0,,0,
AV26639,FS12549,Poto/,,12/30/1899 9:00:45,0,0,0,0,0,,,12/30/1899 15:00:45,,0,,0,,0,,0,
AV26645,FS12550,Kauo/,,12/30/1899 12:30:43,0,0,0,0,0,,,12/30/1899 15:40:43,,0,,0,,0,,0,
AV26651,FS12551,Sofia/,,12/30/1899 11:10:39,0,0,0,0,0,,,12/30/1899 13:30:39,,0,,0,,0,,0,
AV26652,FS12552,Taiga/,,12/30/1899 14:45:22,0,0,0,0,0,,,12/30/1899 15:55:22,,0,,0,,0,,0,
AV26652,FS12553,Buka/,,12/30/1899 16:00:59,0,0,0,0,0,Se fueron direccion sur. Todo esta inundado!!,,12/30/1899 17:15:59,,0,,0,,0,,0,
AV26665,FS12554,Nenki/,,12/30/1899 11:05:45,0,0,0,0,0,,,12/30/1899 15:35:40,,0,,0,,0,,0,
AV26665,FS12555,Vita/,,12/30/1899 15:50:12,0,0,0,0,0,,,12/30/1899 17:00:40,,0,,0,,0,,0,
AV26666,FS12556,Sammy/,,12/30/1899 6:00:03,0,0,0,0,0,"Woke up Sammy and other two individuals (most probably Nika and Ceiba), they started running and we lost them at 6:30",,12/30/1899 6:30:05,,0,,0,,0,,0,
AV26668,FS12557,Rumba/,,12/30/1899 9:30:27,0,0,0,0,0,,,12/30/1899 10:45:14,,0,,0,,0,,0,
AV26668,FS12558,Buka/,,12/30/1899 10:50:19,0,0,0,0,0,,,12/30/1899 15:30:40,,0,,0,,0,,0,
AV26670,FS12559,Vita/,,12/30/1899 8:15:00,0,0,0,0,0,,,12/30/1899 13:30:00,,0,,0,,0,,0,
AV26673,FS12560,Buka/,,12/30/1899 15:15:16,0,0,0,0,0,,,12/30/1899 18:05:15,,0,,0,,0,,0,
AV26674,FS12561,Eva/,,12/30/1899 6:30:32,0,0,0,0,0,,,12/30/1899 15:55:40,,0,,0,,0,,0,
AV26677,FS12562,Mika/,,12/30/1899 16:30:56,0,0,0,0,0,,,12/30/1899 18:20:26,,0,,0,,0,,0,
AV26679,FS12563,Mika/,,12/30/1899 5:50:18,0,0,0,0,0,,,12/30/1899 6:30:18,,0,,0,,0,,0,
AV26679,FS12564,Sofia/,,12/30/1899 8:30:09,0,0,0,0,0,,,12/30/1899 9:30:19,,0,,0,,0,,0,
AV26685,FS12565,Julieta/,,12/30/1899 12:40:19,0,0,0,0,0,,,12/30/1899 13:10:19,,0,,0,,0,,0,
AV26689,FS12566,Vita/,,12/30/1899 10:15:13,0,0,0,0,0,,,12/30/1899 11:00:13,,0,,0,,0,,0,
AV26692,FS12567,Sammy/,,12/30/1899 9:00:15,0,0,0,0,0,,,12/30/1899 9:45:15,,0,,0,,0,,0,
AV26700,FS12568,Mika/,,12/30/1899 9:25:20,0,0,0,0,0,,,12/30/1899 17:55:20,,0,,0,,0,,0,
AV26705,FS12569,Buka/,,12/30/1899 13:20:37,0,0,0,0,0,,,12/30/1899 15:20:37,,0,,0,,0,,0,
AV26711,FS12570,Luna/,,12/30/1899 8:10:37,0,0,0,0,0,,,12/30/1899 18:30:37,,0,,0,,0,,0,
AV26713,FS12571,Luna/,,12/30/1899 6:00:31,0,0,0,0,0,,,12/30/1899 12:30:31,,0,,0,,0,,0,
AV26716,FS12572,Luna/,,12/30/1899 8:45:04,0,0,0,0,0,,,12/30/1899 11:40:04,,0,,0,,0,,0,
AV26719,FS12573,Buka/,,12/30/1899 14:40:19,0,0,0,0,0,,,12/30/1899 17:00:19,,0,,0,,0,,0,
AV26725,FS12574,Nipa/,,12/30/1899 9:10:18,0,0,0,0,0,,,12/30/1899 14:25:40,,0,,0,,0,,0,
AV26731,FS12575,Sofia/,,12/30/1899 11:35:36,0,0,0,0,0,,,12/30/1899 17:15:40,,0,,0,,0,,0,
AV26732,FS12576,Kauo/,,12/30/1899 6:15:12,0,0,0,0,0,,,12/30/1899 7:15:12,,0,,0,,0,,0,
AV26732,FS12577,Sofia/,,12/30/1899 7:20:31,0,0,0,0,0,,,12/30/1899 15:50:31,,0,,0,,0,,0,
AV26735,FS12578,Nika/,,12/30/1899 8:55:40,0,0,0,0,0,,,12/30/1899 12:05:40,,0,,0,,0,,0,
AV26743,FS12579,Nika/,,12/30/1899 7:40:36,0,0,0,0,0,,,12/30/1899 15:25:36,,0,,0,,0,,0,
AV26751,FS12580,Lucas/,,12/30/1899 7:10:27,0,0,0,0,0,,,12/30/1899 8:50:27,,0,,0,,0,,0,
AV26759,FS12581,Eva/,,12/30/1899 6:40:00,0,0,0,0,0,,,12/30/1899 9:30:00,,0,,0,,0,,0,
AV26766,FS12582,Kauo/,,12/30/1899 12:40:00,0,0,0,0,0,At 14:39 it starts raining hard and Kauo decides to run in direction to the moretal. I wasn't able to catch up.,,12/30/1899 14:55:00,,0,,0,,0,,0,
AV26771,FS12583,Eva/,,12/30/1899 12:35:00,0,0,0,0,0,,,12/30/1899 15:25:00,,0,,0,,0,,0,
AV26776,FS12584,Vita/,,12/30/1899 9:00:17,0,0,0,0,0,,,12/30/1899 12:35:00,,0,,0,,0,,0,
AV26780,FS12585,Ana/,,12/30/1899 10:05:00,0,0,0,0,0,,,12/30/1899 13:55:00,,0,,0,,0,,0,
AV26782,FS12586,Nika/,,12/30/1899 7:50:42,0,0,0,0,0,,,12/30/1899 9:40:00,,0,,0,,0,,0,
AV26783,FS12587,Nika/,,12/30/1899 13:15:00,0,0,0,0,0,,,12/30/1899 18:15:40,,0,,0,,0,,0,
AV26785,FS12588,Nika/,,12/30/1899 5:55:50,0,0,0,0,0,,,12/30/1899 11:15:40,,0,,0,,0,,0,
AV26796,FS12589,Kauo/,,12/30/1899 10:35:00,0,0,0,0,0,,,12/30/1899 12:25:00,,0,,0,,0,,0,
AV26802,FS12590,Kauo/,,12/30/1899 10:40:27,0,0,0,0,0,,,12/30/1899 18:00:40,,0,,0,,0,,1,AB-15-025
AV26806,FS12591,Sofia/,,12/30/1899 13:20:00,0,0,0,0,0,,,12/30/1899 15:35:13,,0,,0,,0,,0,
AV26810,FS12592,Summer/,,12/30/1899 8:50:00,0,0,0,0,0,,,12/30/1899 12:00:00,,0,,0,,0,,0,
AV26817,FS12593,Ana/,,12/30/1899 15:50:00,0,0,0,0,0,,,12/30/1899 18:05:43,,0,,0,,0,,1,AB-06-089
AV26818,FS12594,Ana/,,12/30/1899 6:00:00,0,0,0,0,0,,,12/30/1899 15:00:00,,0,,0,,1,AB-06-089,0,
AV26823,FS12595,Vita/,,12/30/1899 11:35:00,0,0,0,0,0,Vita took me south to the flooded part. At 14:30 I vocalize and she responds with a VWH like 80 meters away and straight south. It's impossible to get to where she is.,,12/30/1899 14:25:40,,0,,0,,0,,0,
AV26829,FS12596,Sammy/,,12/30/1899 7:30:00,0,0,0,0,0,,,12/30/1899 9:20:21,,0,,0,,0,,0,
AV26832,FS12597,Vita/,,12/30/1899 11:15:00,0,0,0,0,0,,,12/30/1899 14:10:00,,0,,0,,0,,0,
AV26835,FS12598,Mika/,,12/30/1899 10:00:38,0,0,0,0,0,,,12/30/1899 17:55:10,,0,,0,,0,,1,AB-15-029
AV26836,FS12599,Mika/,,12/30/1899 6:00:06,0,0,0,0,0,,,12/30/1899 18:00:20,,0,,0,,1,AB-15-029,1,AB-15-029
AV26840,FS12600,Mika/,,12/30/1899 12:20:15,0,0,0,0,0,,,12/30/1899 17:20:23,,0,,0,,0,,1,AB-15-029
AV26844,FS12601,Taiga/,,12/30/1899 10:15:08,0,0,0,0,0,I changed my focal subject to Buka after the fusion,,12/30/1899 11:50:00,,0,,0,,0,,0,
AV26844,FS12602,Buka/,,12/30/1899 11:55:00,0,0,0,0,0,,,12/30/1899 18:00:00,,0,,0,,0,,1,AB-11-153
AV26845,FS12603,Sofia/,,12/30/1899 10:00:16,0,0,0,0,0,,,12/30/1899 13:15:00,,0,,0,,0,,0,
AV26852,FS12604,Sofia/,,12/30/1899 10:15:03,0,0,0,0,0,,,12/30/1899 17:30:00,,0,,0,,0,,1,AB-10-073
AV26855,FS12605,Sofia/,,12/30/1899 7:15:00,0,0,0,0,0,,,12/30/1899 13:15:50,,0,,0,,1,AB-10-073,0,
AV26862,FS12606,Ana/,,12/30/1899 15:20:00,0,0,0,0,0,Ayax stayed sleeping in AB-06-089 but I couldn't see exactly where Ana and Aura stayed,,12/30/1899 18:00:05,,0,,0,,0,,0,
AV26863,FS12607,Ana/,,12/30/1899 5:55:00,0,0,0,0,0,,,12/30/1899 8:15:00,,0,,0,,0,,0,
AV26865,FS12608,Mono/,,12/30/1899 9:25:00,0,0,0,0,0,They were going in direction to the river but about 100 meters away it's already all flooded so I couldn't go through.,,12/30/1899 11:45:00,,0,,0,,0,,0,
AV26869,FS12609,Nika/,,12/30/1899 8:55:00,0,0,0,0,0,When I noticed that Luna was here too I changed my focal subject to her,,12/30/1899 9:15:00,,0,,0,,0,,0,
AV26869,FS12610,Luna/,,12/30/1899 9:20:00,0,0,0,0,0,I am pretty sure they stayed sleeping on tree PA-11-054,,12/30/1899 18:05:20,,0,,0,,0,,1,
AV26870,FS12611,Luna/,,12/30/1899 5:55:06,0,0,0,0,0,,,12/30/1899 10:20:00,,0,,0,,0,,0,
AV26873,FS12612,Ayax/,,12/30/1899 7:55:00,0,0,0,0,0,,,12/30/1899 12:45:40,,0,,0,,0,,0,
AV26876,FS12613,Nipa/,,12/30/1899 9:00:00,0,0,0,0,0,,,12/30/1899 17:55:16,,0,,0,,0,,0,
AV26878,FS12614,Nipa/,,12/30/1899 6:50:00,0,0,0,0,0,I had to leave because of long rain (it started at 9 and hasn't stopped),,12/30/1899 13:15:00,,0,,0,,1,AB-15-042,0,
AV26887,FS12615,Vita/,,12/30/1899 14:55:00,0,0,0,0,0,,,12/30/1899 18:10:00,,0,,0,,0,,0,
AV26888,FS12616,Nenki/,,12/30/1899 10:00:26,0,0,0,0,0,,,12/30/1899 16:30:24,,0,,0,,0,,0,
AV26902,FS12617,Mono/,,12/30/1899 12:05:00,0,0,0,0,0,,,12/30/1899 15:20:00,,0,,0,,0,,0,
AV26908,FS12618,Lucas/,,12/30/1899 9:55:00,0,0,0,0,0,,,12/30/1899 10:40:00,,0,,0,,0,,0,
AV26911,FS12619,Eva/,,12/30/1899 9:35:00,0,0,0,0,0,,,12/30/1899 13:15:00,,0,,0,,0,,0,
AV26918,FS12620,Nika/,,12/30/1899 9:05:00,0,0,0,0,0,,,12/30/1899 11:10:00,,0,,0,,0,,0,
AV26926,FS12621,Kauo/,,12/30/1899 13:20:00,0,0,0,0,0,,,12/30/1899 16:20:00,,0,,0,,0,,0,
AV26932,FS12622,Summer/,,12/30/1899 9:50:22,0,0,0,0,0,,,12/30/1899 12:55:00,,0,,0,,0,,0,
AV26935,FS12623,Ayax/,,12/30/1899 10:50:00,0,0,0,0,0,,,12/30/1899 17:00:10,,0,,0,,0,,0,
AV26941,FS12624,Luna/,,12/30/1899 14:05:00,0,0,0,0,0,,,12/30/1899 15:00:00,,0,,0,,0,,0,
AV26947,FS12625,Lucas/,,12/30/1899 8:20:00,0,0,0,0,0,,,12/30/1899 17:30:12,,0,,0,,0,,0,
AV26951,FS12626,Luna/,,12/30/1899 8:50:00,0,0,0,0,0,,,12/30/1899 17:50:00,,0,,0,,0,,1,
AV26954,FS12627,Nika/,,12/30/1899 5:50:00,0,0,0,0,0,,,12/30/1899 18:00:28,,0,,0,,1,AB-15-052,1,
AV26962,FS12628,Julieta/,,12/30/1899 14:00:00,0,0,0,0,0,,,12/30/1899 18:10:10,,0,,0,,0,,1,
AV26963,FS12629,Julieta/,,12/30/1899 5:55:26,0,0,0,0,0,,,12/30/1899 12:45:40,,0,,0,,1,,0,
AV26968,FS12630,Vita/,,12/30/1899 8:05:00,0,0,0,0,0,"They started going extremely fast, we were running but it was impossible to keep up",,12/30/1899 8:25:00,,0,,0,,0,,0,
AV26971,FS12631,Luna/,,12/30/1899 6:15:00,0,0,0,0,0,,,12/30/1899 10:00:00,,0,,0,,1,AB-15-225,0,
AV26976,FS12632,Nika/,,12/30/1899 11:05:00,0,0,0,0,0,"I think when Nika arrived to the salt lick maybe there was already someone there, but it's not possible to say.I stopped the focal sample because there were too many RFV and they didn't end up going down to eat clay so it didn't justify to make it so long.",,12/30/1899 12:25:00,,0,,0,,0,,0,
AV26979,FS12633,Nipa/,,12/30/1899 11:15:00,0,0,0,0,0,,,12/30/1899 18:00:14,,0,,0,,0,,1,
AV26980,FS12634,Julieta/,,12/30/1899 14:25:00,0,0,0,0,0,,,12/30/1899 18:05:00,,0,,0,,0,,1,AB-15-057
AV26983,FS12635,Julieta/,,12/30/1899 5:50:00,0,0,0,0,0,,,12/30/1899 17:55:00,,0,,0,,1,AB-15-057,1,
AV26988,FS12636,Lucas/,,12/30/1899 10:45:00,0,0,0,0,0,,,12/30/1899 18:00:33,,0,,0,,0,,1,
AV26997,FS12637,Olio/,,12/30/1899 13:05:00,0,0,0,0,0,,,12/30/1899 17:40:00,,0,,0,,0,,0,
AV26258,FS12638,Nika/,,12/30/1899 9:30:00,0,0,0,0,0,,,12/30/1899 10:50:00,,0,,0,,0,,0,
AV26259,FS12639,Sammy/,,12/30/1899 5:10:20,0,0,0,0,0,,,12/30/1899 8:25:00,,0,,0,,1,AB-13-143,0,
AV34202,FS12640,Rumba/,,12/30/1899 8:30:00,0,0,0,0,0,,,12/30/1899 10:10:00,,0,,0,,0,,0,
AV34210,FS12641,Taiga/,,12/30/1899 10:55:07,0,0,0,0,0,,,12/30/1899 14:30:00,,0,,0,,0,,0,
AV34212,FS12642,Rumba/,,12/30/1899 7:15:00,0,0,0,0,0,,,12/30/1899 9:15:00,,0,,0,,0,,0,
AV34212,FS12643,Nipa/,,12/30/1899 9:20:00,0,0,0,0,0,AB-13-041 estaban comiendo pero fuera del focal,,12/30/1899 15:45:00,,0,,0,,0,,0,
AV34221,FS12644,Ayax/,,12/30/1899 10:55:00,0,0,0,0,0,,,12/30/1899 18:15:00,,0,,0,,0,,0,
AV34223,FS12645,Ana/,,12/30/1899 8:35:01,0,0,0,0,0,,,12/30/1899 17:10:00,,0,,0,,0,,0,
AV34233,FS12646,Olio/,,12/30/1899 7:50:37,0,0,0,0,0,,,12/30/1899 15:50:00,,0,,0,,0,,0,
AV34233,FS12647,Luna/,,12/30/1899 16:10:20,0,0,0,0,0,,,12/30/1899 18:10:00,,0,,0,,0,,1,AB-16-008
AV34235,FS12648,Luna/,,12/30/1899 5:50:20,0,0,0,0,0,,,12/30/1899 6:30:00,,0,,0,,1,AB-16-008,0,
AV34235,FS12649,Nipa/,,12/30/1899 7:50:11,0,0,0,0,0,,,12/30/1899 11:10:00,,0,,0,,0,,0,
AV34235,FS12650,Luna/,,12/30/1899 11:15:00,0,0,0,0,0,,,12/30/1899 14:15:00,,0,,0,,0,,0,
AV34235,FS12651,Nenki/,,12/30/1899 14:45:00,0,0,0,0,0,,,12/30/1899 15:15:00,,0,,0,,0,,0,
AV34238,FS12652,Ayax/,,12/30/1899 8:40:00,0,0,0,0,0,,,12/30/1899 10:30:00,,0,,0,,0,,0,
AV34243,FS12653,Koinka/,,12/30/1899 10:10:00,0,0,0,0,0,,,12/30/1899 13:05:00,,0,,0,,0,,0,
AV34251,FS12654,Fiona/,,12/30/1899 14:30:00,0,0,0,0,0,,,12/30/1899 15:30:00,,0,,0,,0,,0,
AV34251,FS12655,Luna/,,12/30/1899 15:35:00,0,0,0,0,0,,,12/30/1899 18:10:00,,0,,0,,0,,1,
AV34252,FS12656,Luna/,,12/30/1899 5:50:00,0,0,0,0,0,,,12/30/1899 9:45:00,,0,,0,,0,,0,
AV34255,FS12657,Fiona/,,12/30/1899 13:25:00,0,0,0,0,0,,,12/30/1899 18:15:00,,0,,0,,0,,1,
AV34256,FS12658,Fiona/,,12/30/1899 5:45:00,0,0,0,0,0,,,12/30/1899 6:20:00,,0,,0,,1,,0,
AV34260,FS12659,Ana/,,12/30/1899 6:45:00,0,0,0,0,0,,,12/30/1899 13:35:00,,0,,0,,0,,0,
AV34275,FS12660,Nipa/,,12/30/1899 13:20:00,0,0,0,0,0,,,12/30/1899 17:50:00,,0,,0,,0,,1,AB-16-011
AV34276,FS12661,Nipa/,,12/30/1899 5:55:00,0,0,0,0,0,,,12/30/1899 11:55:20,,0,,0,,1,AB-16-011,0,
AV34278,FS12662,Sammy/,,12/30/1899 7:05:49,0,0,0,0,0,,,12/30/1899 8:35:00,,0,,0,,0,,0,
AV34281,FS12663,Buka/,,12/30/1899 13:35:00,0,0,0,0,0,,,12/30/1899 17:50:00,,0,,0,,0,,0,
AV34284,FS12664,Buka/,,12/30/1899 12:55:00,0,0,0,0,0,,,12/30/1899 15:30:00,,0,,0,,0,,0,
AV34284,FS12665,Taiga/,,12/30/1899 15:35:00,0,0,0,0,0,,,12/30/1899 17:05:40,,0,,0,,0,,0,
AV34285,FS12666,Sofia/,,12/30/1899 5:50:28,0,0,0,0,0,,,12/30/1899 17:30:00,,0,,0,,1,,1,
AV34289,FS12667,Ana/,,12/30/1899 7:10:00,0,0,0,0,0,,,12/30/1899 10:15:00,,0,,0,,0,,0,
AV34289,FS12668,Vita/,,12/30/1899 10:20:00,0,0,0,0,0,,,12/30/1899 17:55:00,,0,,0,,0,,1,
AV34291,FS12669,Vita/,,12/30/1899 5:50:00,0,0,0,0,0,,,12/30/1899 6:35:00,,0,,0,,0,,0,
AV34291,FS12670,Eva/,,12/30/1899 6:40:00,0,0,0,0,0,,,12/30/1899 12:20:00,,0,,0,,0,,0,
AV34303,FS12671,Sammy/,,12/30/1899 12:45:00,0,0,0,0,0,,,12/30/1899 14:20:57,,0,,0,,0,,0,
AV34305,FS12672,Eva/,,12/30/1899 6:45:20,0,0,0,0,0,,,12/30/1899 13:25:00,,0,,0,,0,,0,
AV34310,FS12673,Sofia/,,12/30/1899 5:50:00,0,0,0,0,0,,,12/30/1899 14:15:00,,0,,0,,1,,0,
AV34310,FS12674,Mika/,,12/30/1899 14:20:00,0,0,0,0,0,,,12/30/1899 17:30:00,,0,,0,,0,,0,
AV34316,FS12675,Taiga/,,12/30/1899 10:30:00,0,0,0,0,0,,,12/30/1899 17:15:00,,0,,0,,0,,0,
AV34321,FS12676,Ana/,,12/30/1899 8:00:00,0,0,0,0,0,,,12/30/1899 11:00:00,,0,,0,,0,,0,
AV34324,FS12677,Ayax/,,12/30/1899 12:15:00,0,0,0,0,0,,,12/30/1899 14:45:40,,0,,0,,0,,0,
AV34337,FS12678,Nenki/,,12/30/1899 8:00:00,0,0,0,0,0,,,12/30/1899 18:00:00,,0,,0,,0,,1,AB-13-113
AV34343,FS12679,Mika/,,12/30/1899 8:10:00,0,0,0,0,0,,,12/30/1899 9:15:00,,0,,0,,0,,0,
AV34343,FS12680,Sofia/,,12/30/1899 9:30:00,0,0,0,0,0,,,12/30/1899 13:00:00,,0,,0,,0,,0,
AV34343,FS12681,Taiga/,,12/30/1899 13:05:00,0,0,0,0,0,,,12/30/1899 15:25:00,,0,,0,,0,,0,
AV34420,FS12700,Rumba/,,12/30/1899 8:33:31,0,0,0,0,0,,,12/30/1899 18:01:18,,0,,0,,0,,0,
AV34428,FS12701,Julieta/,,12/30/1899 7:19:33,0,0,0,0,0,,,12/30/1899 7:50:40,,0,,0,,0,,0,
AV34428,FS12702,Sofia/,,12/30/1899 8:08:28,0,0,0,0,0,,,12/30/1899 18:00:00,,0,,0,,0,,0,
AV34431,FS12703,Eva/,,12/30/1899 7:35:12,0,0,0,0,0,,,12/30/1899 0:30:00,,0,,0,,0,,0,
AV34439,FS12704,Luna/,,12/30/1899 9:30:13,0,0,0,0,0,,,12/30/1899 14:45:00,,0,,0,,0,,0,
AV34453,FS12705,Fiona/,,12/30/1899 7:10:40,0,0,0,0,0,Ayax y Fiona se quedaron solos desde las 8:40 hasta las 12:00. Todavia yo no consideraria eso como un consortship porque los dos siempre se quedaron a una distancia de mas o menos 10 metros y no hubo ningun tipo de interaciones o contacto y tampoco vocalizaciones.,,12/30/1899 12:30:00,,0,,0,,0,,0,
AV34468,FS12706,Nipa/,,12/30/1899 8:50:00,0,0,0,0,0,,,12/30/1899 15:50:00,,0,,0,,0,,0,
AV34475,FS12707,Nenki/,,12/30/1899 9:00:13,0,0,0,0,0,,,12/30/1899 13:30:00,,0,,0,,0,,0,
AV34477,FS12708,Fiona/,,12/30/1899 6:20:00,0,0,0,0,0,,,12/30/1899 8:20:00,,0,,0,,0,,0,
AV34479,FS12709,Fiona/,,12/30/1899 11:55:00,0,0,0,0,0,,,12/30/1899 12:25:00,,0,,0,,0,,0,
AV34486,FS12710,Mika/,,12/30/1899 7:30:00,0,0,0,0,0,,,12/30/1899 17:30:40,,0,,0,,0,,1,AB-16-054
AV34488,FS12711,Mika/,,12/30/1899 6:00:08,0,0,0,0,0,,,12/30/1899 14:00:00,,0,,0,,1,AB-16-054,0,
AV34494,FS12712,Mono/,,12/30/1899 8:50:05,0,0,0,0,0,,,12/30/1899 15:50:00,,0,,0,,0,,0,
AV34496,FS12713,Fiona/,,12/30/1899 7:50:00,0,0,0,0,0,,,12/30/1899 15:00:00,,0,,0,,0,,0,
AV34503,FS12714,Rumba/,,12/30/1899 7:40:03,0,0,0,0,0,,,12/30/1899 8:40:40,,0,,0,,0,,0,
AV34503,FS12715,Mono/,,12/30/1899 8:45:00,0,0,0,0,0,,,12/30/1899 9:45:00,,0,,0,,0,,0,
AV34503,FS12716,Rumba/,,12/30/1899 10:20:12,0,0,0,0,0,,,12/30/1899 11:25:00,,0,,0,,0,,0,
AV34503,FS12717,Nipa/,,12/30/1899 11:30:04,0,0,0,0,0,,,12/30/1899 17:30:00,,0,,0,,0,,0,
AV34504,FS12718,Andreo/,,12/30/1899 7:55:00,0,0,0,0,0,,,12/30/1899 11:05:00,,0,,0,,0,,0,
AV34504,FS12719,Taiga/,,12/30/1899 11:05:19,0,0,0,0,0,,,12/30/1899 15:15:00,,0,,0,,0,,0,
AV34511,FS12720,Fiona/,,12/30/1899 7:15:00,0,0,0,0,0,,,12/30/1899 12:45:00,,0,,0,,0,,0,
AV34515,FS12722,Ana/,,12/30/1899 11:20:00,0,0,0,0,0,,,12/30/1899 17:20:00,,0,,0,,0,,0,
AV34517,FS12723,Mika/,,12/30/1899 8:10:00,0,0,0,0,0,,,12/30/1899 9:10:00,,0,,0,,0,,0,
AV34517,FS12724,Buka/,,12/30/1899 9:10:49,0,0,0,0,0,,,12/30/1899 16:20:00,,0,,0,,0,,0,
AV34520,FS12725,Luna/,,12/30/1899 17:10:00,0,0,0,0,0,,,12/30/1899 17:40:00,,0,,0,,0,,1,AB-13-143
AV34522,FS12726,Luna/,,12/30/1899 5:40:09,0,0,0,0,0,,,12/30/1899 13:55:24,,0,,0,,1,AB-13-143,0,
AV34526,FS12727,Summer/,,12/30/1899 7:50:18,0,0,0,0,0,,,12/30/1899 15:30:40,,0,,0,,0,,0,
AV34529,FS12728,Julieta/,,12/30/1899 8:40:00,0,0,0,0,0,,,12/30/1899 9:40:00,,0,,0,,0,,0,
AV34529,FS12729,Summer/,,12/30/1899 9:45:40,0,0,0,0,0,,,12/30/1899 12:15:00,,0,,0,,0,,0,
AV34530,FS12730,Sofia/,,12/30/1899 14:00:27,0,0,0,0,0,,,12/30/1899 15:25:00,,0,,0,,0,,0,
AV34534,FS12731,Eva/,,12/30/1899 6:40:00,0,0,0,0,0,,,12/30/1899 8:25:40,,0,,0,,0,,0,
AV34536,FS12732,Luna/,,12/30/1899 8:50:00,0,0,0,0,0,,,12/30/1899 9:25:00,,0,,0,,0,,0,
AV34538,FS12733,Nipa/,,12/30/1899 11:35:00,0,0,0,0,0,,,12/30/1899 17:35:00,,0,,0,,0,,0,
AV34540,FS12734,Ayax/,,12/30/1899 7:10:05,0,0,0,0,0,,,12/30/1899 11:50:00,,0,,0,,0,,0,
AV34542,FS12735,Luna/,,12/30/1899 12:50:37,0,0,0,0,0,,,12/30/1899 16:00:00,,0,,0,,0,,0,
AV34548,FS12736,Nenki/,,12/30/1899 9:45:00,0,0,0,0,0,,,12/30/1899 16:05:00,,0,,0,,0,,0,
AV34552,FS12737,Andreo/,,12/30/1899 9:55:00,0,0,0,0,0,,,12/30/1899 10:45:00,,0,,0,,0,,0,
AV34553,FS12738,Summer/,,12/30/1899 11:50:00,0,0,0,0,0,,,12/30/1899 13:05:00,,0,,0,,0,,0,
AV34558,FS12739,Buka/,,12/30/1899 8:35:00,0,0,0,0,0,,,12/30/1899 16:35:00,,0,,0,,0,,0,
AV34560,FS12740,Vita/,,12/30/1899 9:05:00,0,0,0,0,0,Encontr a los monos n el Brosimum ,,12/30/1899 13:05:00,,0,,0,,0,,0,
AV34560,FS12741,Ayax/,,12/30/1899 13:10:00,0,0,0,0,0,,,12/30/1899 13:55:00,,0,,0,,0,,0,
AV34564,FS12742,Fiona/,,12/30/1899 15:40:00,0,0,0,0,0,En q cerca de ll15 33,,12/30/1899 16:25:00,,0,,0,,0,,0,
AV34567,FS12743,Vita/,,12/30/1899 7:35:04,0,0,0,0,0,,,12/30/1899 17:35:00,,0,,0,,0,,1,AB-13-143
